id,material,name,location.city,location.city_id,location.country,location.country id,latitude,longitude,purposes.abandoned,purposes.air traffic control tower,purposes.belltower,purposes.bridge,purposes.casino,purposes.commercial,purposes.education,purposes.exhibition,purposes.government,purposes.hospital,purposes.hotel,purposes.industrial,purposes.library,purposes.multiple,purposes.museum,purposes.observation,purposes.office,purposes.other,purposes.religious,purposes.residential,purposes.retail,purposes.serviced apartments,purposes.telecommunications,statistics.floors above,statistics.height,statistics.number of purposes,statistics.rank,status.current,status.completed.is completed,status.completed.year,status.started.is started,status.started.year
3695,concrete,The Westin Virginia Beach Town Center & Residences,Virginia Beach,1716,US,163,36.84152985,-76.13604736,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,38,154.8399963,2,643,completed,TRUE,2007,TRUE,2005
14399,concrete,The Couture,Milwaukee,1634,US,163,43.03731155,-87.8995285,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,44,154.5299988,1,644,proposed,TRUE,0,TRUE,0
3703,steel,One Beacon Street,Boston,1524,US,163,42.35847855,-71.06082153,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,36,154.5,1,645,completed,TRUE,1972,TRUE,0
3737,steel,United Nations Secretariat Building,New York City,1641,US,163,40.74893951,-73.96801758,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,39,154.3000031,1,646,completed,TRUE,1953,TRUE,1947
3706,steel,810 7th Avenue,New York City,1641,US,163,40.76293182,-73.98258209,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,41,154.2299957,1,647,completed,TRUE,1970,TRUE,0
3707,steel,10 Universal City Plaza,Los Angeles,1611,US,163,34.13824081,-118.3618927,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,36,154.2299957,1,648,completed,TRUE,1984,TRUE,0
3711,concrete,400 East Ohio Street,Chicago,1539,US,163,41.89284897,-87.61737823,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,50,154,1,649,completed,TRUE,1982,TRUE,0
3712,concrete,The Beach Club Tower 2,Hallandale Beach,1588,US,163,25.98493958,-80.11831665,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,50,153.9299927,1,650,completed,TRUE,2006,TRUE,2004
3735,steel,One United Nations Plaza,New York City,1641,US,163,40.75048828,-73.9691925,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,39,153.9299927,2,651,completed,TRUE,1975,TRUE,0
3736,steel,Two United Nations Plaza,New York City,1641,US,163,40.75083923,-73.9695816,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,39,153.9299927,2,651,completed,TRUE,1981,TRUE,0
3757,steel,One Indiana Square,Indianapolis,1600,US,163,39.77037048,-86.15550995,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,37,153.6199951,1,653,completed,TRUE,1969,TRUE,1967
3773,composite,Fifth Street Towers II,Minneapolis,1627,US,163,44.97826004,-93.268013,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,36,153.4700012,1,654,completed,TRUE,1988,TRUE,0
3775,steel,Vern Riffe Center for Govermnment and the Arts,Columbus,1545,US,163,39.96035004,-83.00084686,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,33,153.4700012,1,655,completed,TRUE,1989,TRUE,0
3765,steel,Johns-Manville Building,New York City,1641,US,163,40.75120163,-73.98004913,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,43,153.3200073,1,656,completed,TRUE,1931,TRUE,1930
3768,steel,Bank of America Plaza,Charlotte,1544,US,163,35.22661972,-80.84324646,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,40,153.3200073,1,657,completed,TRUE,1974,TRUE,1972
3769,steel,60 Broad Street,New York City,1641,US,163,40.70534134,-74.01206207,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,39,153.3200073,1,658,completed,TRUE,1962,TRUE,1960
3770,steel,Carbide & Carbon Building,Chicago,1539,US,163,41.88660049,-87.62480164,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,37,153.3200073,1,659,completed,TRUE,1929,TRUE,1928
3771,steel,Lefcourt National Building,New York City,1641,US,163,40.75416946,-73.97981262,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,37,153.3200073,1,659,completed,TRUE,1928,TRUE,0
3772,steel,State Street Financial Center,Boston,1524,US,163,42.35274887,-71.05838776,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,36,153.3200073,1,661,completed,TRUE,2003,TRUE,2000
15157,concrete,Reach,Miami,1632,US,163,25.76787949,-80.19261169,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,44,153.3000031,1,662,architecturally topped out,TRUE,2016,TRUE,2012
9225,concrete,Met 2 Marriott Marquis,Miami,1632,US,163,25.77131081,-80.18913269,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,41,153.0700073,1,663,completed,TRUE,2010,TRUE,2007
3794,steel,El Paso Energy Building,Houston,1593,US,163,29.75785065,-95.36737823,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,33,153,1,664,completed,TRUE,1962,TRUE,0
3777,concrete,One Superior Place,Chicago,1539,US,163,41.89543152,-87.62905121,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,52,152.9100037,1,665,completed,TRUE,1999,TRUE,1998
3820,concrete,Hudson Greene West Tower,Jersey City,1605,US,163,40.7146492,-74.03578186,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,48,152.8200073,1,666,completed,TRUE,2010,TRUE,2006
3801,concrete,Sheraton New York,New York City,1641,US,163,40.76234818,-73.98156738,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,51,152.7100067,1,667,completed,TRUE,1962,TRUE,0
3803,concrete,Wind,Miami,1632,US,163,25.77058029,-80.19393158,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,41,152.7100067,1,668,completed,TRUE,2008,TRUE,2005
3804,concrete,120 North LaSalle,Chicago,1539,US,163,41.88375092,-87.63298035,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,39,152.7100067,1,669,completed,TRUE,1992,TRUE,1989
3805,steel,World Apparel Center,New York City,1641,US,163,40.75421906,-73.98758698,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,39,152.7100067,1,669,completed,TRUE,1968,TRUE,0
3807,composite,10 South LaSalle,Chicago,1539,US,163,41.8816185,-87.63282013,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,37,152.7100067,1,671,completed,TRUE,1986,TRUE,0
3809,concrete,One Park Place,Houston,1593,US,163,29.75419998,-95.36116791,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,37,152.7100067,1,671,completed,TRUE,2009,TRUE,2007
3811,concrete,Viewpoint,Atlanta,1509,US,163,33.77788162,-84.38382721,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,36,152.6999969,1,673,completed,TRUE,2008,TRUE,2006
9212,steel,International Gem Tower,New York City,1641,US,163,40.75722885,-73.98081207,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,34,152.6600037,1,674,completed,TRUE,2013,TRUE,2008
3096,concrete,1450 BRICKELL,Miami,1632,US,163,25.75863075,-80.19300079,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,34,152.5299988,1,675,completed,TRUE,2010,TRUE,2007
9975,concrete,One Columbus Place Tower I,New York City,1641,US,163,40.76893997,-73.98542023,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,49,152.3999939,1,676,completed,TRUE,1999,TRUE,1997
9976,concrete,One Columbus Place Tower II,New York City,1641,US,163,40.76935959,-73.98590088,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,49,152.3999939,1,676,completed,TRUE,1999,TRUE,1997
3825,concrete,Sky Las Vegas,Las Vegas,1610,US,163,36.13880157,-115.1613388,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,45,152.3999939,1,678,completed,TRUE,2007,TRUE,2005
17527,concrete,Paraiso Bayviews,Miami,1632,US,163,25.80690002,-80.18740845,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,44,152.3999939,1,679,under construction,TRUE,2018,TRUE,2015
3838,steel,1818 Market Street,Philadelphia,1657,US,163,39.95294952,-75.1710434,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,40,152.3999939,1,680,completed,TRUE,1974,TRUE,0
3835,steel,28 State Street,Boston,1524,US,163,42.35937881,-71.05737305,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,40,152.3999939,1,680,completed,TRUE,1970,TRUE,0
3847,steel,Telesis Tower,San Francisco,1683,US,163,37.7892189,-122.4032822,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,38,152.3999939,1,682,completed,TRUE,1982,TRUE,0
3855,concrete,Memorial Hermann Tower,Houston,1593,US,163,29.78256035,-95.54540253,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,35,152.3999939,2,683,completed,TRUE,2009,TRUE,2006
3859,steel,Four World Financial Center,New York City,1641,US,163,40.71400833,-74.0160675,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,34,152.3999939,1,684,completed,TRUE,1986,TRUE,0
3860,steel,One America Plaza,San Diego,1677,US,163,32.7161293,-117.1687317,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,34,152.3999939,1,684,completed,TRUE,1991,TRUE,0
3813,concrete,The Tides,Chicago,1539,US,163,41.88669968,-87.61798859,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,51,152.3500061,1,686,completed,TRUE,2008,TRUE,2006
3831,concrete,200 South Wacker,Chicago,1539,US,163,41.87900162,-87.63752747,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,41,152.3000031,1,687,completed,TRUE,1981,TRUE,1979
3879,concrete,The St. James,Philadelphia,1657,US,163,39.9477005,-75.15402222,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,45,151.8399963,1,688,completed,TRUE,2004,TRUE,2001
14316,concrete,The Modern Tower A,Fort Lee,1576,US,163,40.85226059,-73.9664917,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,47,151.8000031,1,689,completed,TRUE,2014,TRUE,2012
14317,concrete,The Modern Tower B,Fort Lee,1576,US,163,40.8513298,-73.96704865,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,47,151.8000031,1,689,under construction,TRUE,2017,TRUE,2014
3887,steel,Barclay-Vesey Building,New York City,1641,US,163,40.71364975,-74.01306915,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,32,151.7899933,1,691,completed,TRUE,1926,TRUE,1923
3878,concrete,Parkview West,Chicago,1539,US,163,41.89126968,-87.61724854,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,49,151.6399994,1,692,completed,TRUE,2008,TRUE,2006
3888,steel/concrete,Ameriprise Financial Center,Minneapolis,1627,US,163,44.97526169,-93.26912689,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,31,151.6399994,1,693,completed,TRUE,2000,TRUE,1997
3892,steel,80 Pine Street,New York City,1641,US,163,40.70606995,-74.00684357,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,40,151.5,1,694,completed,TRUE,1960,TRUE,1957
11965,concrete,500 North Lake Shore Drive,Chicago,1539,US,163,41.89149857,-87.61477661,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,47,151.4900055,1,695,completed,TRUE,2013,TRUE,2011
3893,concrete,Manchester Grand Hyatt Hotel,San Diego,1677,US,163,32.70959091,-117.1679535,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,40,151.4900055,1,696,completed,TRUE,1992,TRUE,0
3912,concrete,The Platinum,New York City,1641,US,163,40.75989151,-73.98738861,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,43,151.1799927,1,697,completed,TRUE,2008,TRUE,2006
3913,steel,Financial Times Building,New York City,1641,US,163,40.76197052,-73.97849274,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,41,151.1799927,1,698,completed,TRUE,1965,TRUE,0
9358,steel,Marriott's Custom House,Boston,1524,US,163,42.35905075,-71.0535202,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,32,151.1799927,1,699,completed,TRUE,1915,TRUE,1913
10576,steel,Guardian Building,Detroit,1559,US,163,42.32978821,-83.04615784,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,40,151.0299988,1,700,completed,TRUE,1929,TRUE,1928
3962,steel,20 Pine,New York City,1641,US,163,40.70767975,-74.009758,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,38,151,1,701,completed,TRUE,1928,TRUE,1926
3927,concrete,55 West Monroe,Chicago,1539,US,163,41.88039017,-87.62986755,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,41,150.9199982,1,702,completed,TRUE,1980,TRUE,1977
3919,concrete,Ontario Place,Chicago,1539,US,163,41.89348984,-87.62779999,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,49,150.8800049,1,703,completed,TRUE,1983,TRUE,1982
3920,concrete,Avenue Brickell Tower,Miami,1632,US,163,25.76318932,-80.19168091,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,47,150.8800049,1,704,completed,TRUE,2007,TRUE,2005
3923,steel,333 Bush Street,San Francisco,1683,US,163,37.79064178,-122.4030304,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,43,150.8800049,2,705,completed,TRUE,1986,TRUE,0
3949,steel,PNC Tower,Cincinnati,1550,US,163,39.09965134,-84.51287079,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,31,150.8800049,1,706,completed,TRUE,1913,TRUE,0
3951,steel,John Hancock Building,Boston,1524,US,163,42.34983063,-71.07331085,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,26,150.8800049,1,707,completed,TRUE,1949,TRUE,0
8745,concrete,The Ritz-Carlton Residences,Chicago,1539,US,163,41.89437866,-87.6246109,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,40,150.8500061,1,708,completed,TRUE,2012,TRUE,2009
3929,concrete,50 East Chestnut Street,Chicago,1539,US,163,41.89855957,-87.62615204,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,40,150.7299957,1,709,completed,TRUE,2008,TRUE,2005
17094,concrete,Icon Bay,Miami,1632,US,163,25.80367088,-80.18724823,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,42,150.5700073,1,710,completed,TRUE,2015,TRUE,2013
3978,steel,Hilton San Francisco Union Square,San Francisco,1683,US,163,37.78538895,-122.4110031,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,46,150.2700043,1,711,completed,TRUE,1971,TRUE,0
3981,steel,1000 Second Avenue,Seattle,1680,US,163,47.60583878,-122.3351974,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,40,150.2700043,1,712,completed,TRUE,1986,TRUE,0
3982,steel,First National Center,Oklahoma City,1645,US,163,35.46847153,-97.51624298,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,33,150.2700043,1,713,completed,TRUE,1931,TRUE,0
3997,steel,Fuller Building,New York City,1641,US,163,40.76240921,-73.97184753,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,42,150,1,714,completed,TRUE,1929,TRUE,1928
4012,steel,One Meridian Plaza,Philadelphia,1657,US,163,39.9515686,-75.16499329,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,38,150,1,715,demolished,TRUE,1972,TRUE,0
